age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
54.0, Private,165278.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
38.0, Private,37028.0, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,38.0, United-States,0
19.0, ?,174233.0, Some-college,10.0, Never-married, ?, Own-child, Black, Male,0.0,0.0,24.0, United-States,0
21.0, Private,131230.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,10.0, United-States,0
40.0, Private,151408.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
27.0, Private,169958.0, 5th-6th,3.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, ?,0
37.0, State-gov,108293.0, Assoc-acdm,12.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,38.0, United-States,0
27.0, Private,225291.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
19.0, Private,86150.0, 11th,7.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0.0,0.0,19.0, Philippines,0
34.0, Private,226296.0, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
17.0, Private,169037.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,0
66.0, ?,112871.0, 11th,7.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,30.0, United-States,0
34.0, Private,119153.0, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,0
30.0, Private,130369.0, Assoc-voc,11.0, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
43.0, Private,238530.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
19.0, Private,55284.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,25.0, United-States,0
19.0, Private,43937.0, Some-college,10.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,20.0, United-States,0
35.0, Private,177121.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
28.0, Private,245790.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
31.0, Private,511289.0, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,2907.0,0.0,99.0, United-States,0
42.0, Private,173628.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
23.0, Local-gov,220912.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
39.0, Self-emp-not-inc,124090.0, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
20.0, Private,27337.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,48.0, United-States,0
27.0, State-gov,291196.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
19.0, Private,63434.0, 12th,8.0, Never-married, Farming-fishing, Own-child, White, Female,0.0,0.0,30.0, United-States,0
54.0, Private,141663.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,15.0, United-States,0
17.0, Private,117549.0, 10th,6.0, Never-married, Sales, Other-relative, Black, Female,0.0,0.0,12.0, United-States,0
27.0, Local-gov,162973.0, Assoc-voc,11.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,56.0, United-States,0
25.0, Private,123083.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
18.0, State-gov,342852.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
46.0, Private,174426.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
18.0, ?,115258.0, 11th,7.0, Never-married, ?, Own-child, White, Male,0.0,0.0,12.0, United-States,0
36.0, Private,247558.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178.0,0.0,60.0, ?,1
36.0, State-gov,212143.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,20.0, United-States,1
38.0, State-gov,255191.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
60.0, Private,93997.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,45.0, United-States,1
33.0, Self-emp-not-inc,182926.0, Bachelors,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, ?,0
31.0, Private,81846.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,0
43.0, Private,158528.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
29.0, Private,131310.0, Assoc-acdm,12.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States,0
36.0, Private,130200.0, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
33.0, Private,133503.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,7688.0,0.0,48.0, United-States,1
32.0, Private,245487.0, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Mexico,0
60.0, Private,200235.0, Assoc-voc,11.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
19.0, Private,223392.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,15.0, United-States,0
58.0, Private,570562.0, HS-grad,9.0, Widowed, Sales, Not-in-family, White, Male,0.0,0.0,38.0, United-States,0
65.0, State-gov,209280.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,6514.0,0.0,35.0, United-States,1
52.0, Local-gov,137753.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Black, Female,0.0,0.0,20.0, United-States,0
28.0, Private,144833.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
36.0, Private,201519.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,1
21.0, Private,221661.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States,0
40.0, Private,337456.0, HS-grad,9.0, Divorced, Protective-serv, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
44.0, Private,106900.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,68.0, United-States,0
21.0, Private,64520.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,55.0, United-States,0
27.0, Private,200802.0, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
39.0, ?,240226.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, Black, Male,0.0,0.0,40.0, United-States,0
49.0, Private,379779.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
39.0, Private,403489.0, 11th,7.0, Divorced, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,0
65.0, ?,198019.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,35.0, United-States,0
22.0, Private,406978.0, Bachelors,13.0, Never-married, Exec-managerial, Other-relative, White, Female,0.0,0.0,40.0, United-States,0
45.0, State-gov,37672.0, Assoc-voc,11.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
40.0, Private,197344.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,65.0, United-States,1
39.0, Private,115422.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,30.0, United-States,0
49.0, Local-gov,186539.0, Masters,14.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,1
61.0, ?,30475.0, 7th-8th,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,1
34.0, Private,244064.0, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Male,0.0,0.0,40.0, United-States,0
32.0, Self-emp-not-inc,267161.0, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, Black, Female,0.0,0.0,30.0, United-States,0
29.0, Self-emp-not-inc,169544.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,5178.0,0.0,40.0, United-States,1
26.0, Private,192506.0, Bachelors,13.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,35.0, United-States,0
59.0, Private,176011.0, Some-college,10.0, Separated, Adm-clerical, Unmarried, White, Male,0.0,0.0,40.0, United-States,0
32.0, Private,81528.0, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,60.0, United-States,0
49.0, Private,186078.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, United-States,1
31.0, Private,164309.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States,0
47.0, Local-gov,126754.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
61.0, Private,183355.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
38.0, Self-emp-not-inc,127772.0, HS-grad,9.0, Divorced, Farming-fishing, Own-child, White, Male,0.0,0.0,50.0, United-States,0
24.0, Private,190457.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
36.0, Self-emp-not-inc,125933.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,55.0, United-States,1
42.0, Local-gov,226020.0, HS-grad,9.0, Separated, Other-service, Not-in-family, Black, Female,0.0,0.0,60.0, ?,0
23.0, Private,206129.0, Assoc-voc,11.0, Never-married, Craft-repair, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
43.0, Local-gov,198096.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,40.0, United-States,1
41.0, Private,152636.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,50.0, United-States,0
39.0, Private,366757.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,0
60.0, State-gov,165827.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,60.0, United-States,1
31.0, Private,165148.0, HS-grad,9.0, Separated, Exec-managerial, Unmarried, White, Female,0.0,0.0,12.0, United-States,0
21.0, Private,132243.0, Assoc-acdm,12.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,5.0, United-States,0
45.0, Private,449354.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,0
63.0, State-gov,99823.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,32.0, United-States,0
36.0, Private,102945.0, Assoc-voc,11.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
31.0, Private,226696.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States,1
24.0, Private,172496.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,30.0, United-States,0
19.0, Private,109854.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,0
32.0, Private,153326.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
26.0, State-gov,53903.0, HS-grad,9.0, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,50.0, United-States,0
55.0, Private,144084.0, 10th,6.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,0
34.0, Private,181091.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,40.0, United-States,1
43.0, Private,181015.0, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,50.0, United-States,0
18.0, Self-emp-inc,119422.0, HS-grad,9.0, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,30.0, India,0
55.0, Private,191367.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
45.0, Self-emp-not-inc,246891.0, Masters,14.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,194652.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, United-States,0
49.0, Self-emp-inc,122066.0, Some-college,10.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,25.0, United-States,0
18.0, Private,39222.0, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,466224.0, Some-college,10.0, Never-married, Sales, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
44.0, Private,155472.0, Assoc-acdm,12.0, Never-married, Prof-specialty, Unmarried, Black, Female,1151.0,0.0,50.0, United-States,0
52.0, Local-gov,30118.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,3137.0,0.0,42.0, United-States,0
24.0, Private,219754.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,0
22.0, Private,167787.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
26.0, Private,86483.0, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
66.0, Private,141085.0, HS-grad,9.0, Widowed, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,8.0, United-States,0
21.0, Private,148444.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States,0
34.0, Self-emp-not-inc,276221.0, 10th,6.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,0
26.0, Private,266022.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,0
30.0, Private,220939.0, Assoc-voc,11.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
40.0, Private,439919.0, 9th,5.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico,0
20.0, Private,435469.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, Mexico,0
34.0, Private,176992.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
28.0, State-gov,19395.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States,0
31.0, Private,163003.0, Assoc-acdm,12.0, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,0
57.0, Private,210688.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,15.0, United-States,0
21.0, Self-emp-not-inc,318865.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States,0
47.0, Private,124973.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,1
30.0, Private,111415.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,55.0, Germany,0
41.0, Private,165309.0, Bachelors,13.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
30.0, Private,169583.0, Bachelors,13.0, Married-AF-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,1
32.0, Self-emp-inc,113543.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
43.0, Self-emp-not-inc,315971.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
57.0, Private,217886.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,36.0, United-States,0
29.0, Private,188675.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, Jamaica,1
27.0, Private,130438.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
19.0, Private,258470.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
39.0, Private,299828.0, 5th-6th,3.0, Separated, Sales, Unmarried, Black, Female,0.0,0.0,30.0, Puerto-Rico,0
36.0, Private,257691.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0
58.0, Local-gov,318537.0, 12th,8.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,0
24.0, Private,218678.0, Bachelors,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26.0, Self-emp-inc,66872.0, 12th,8.0, Married-civ-spouse, Sales, Husband, Other, Male,0.0,0.0,98.0, Dominican-Republic,0
23.0, Local-gov,314819.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,0
26.0, Private,171114.0, Assoc-voc,11.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,35.0, United-States,0
28.0, Private,51961.0, Some-college,10.0, Never-married, Tech-support, Own-child, Black, Male,0.0,0.0,24.0, United-States,0
52.0, Private,195635.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,2051.0,38.0, United-States,0
31.0, Private,243442.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States,0
47.0, Private,106255.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
19.0, Self-emp-not-inc,73514.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0.0,0.0,30.0, United-States,0
35.0, Private,270572.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,1
40.0, Private,208277.0, Some-college,10.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
23.0, ?,134997.0, Some-college,10.0, Separated, ?, Unmarried, White, Female,0.0,0.0,20.0, United-States,0
32.0, Private,123291.0, 12th,8.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
43.0, Private,193494.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
21.0, Private,241367.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,10.0, United-States,0
27.0, Self-emp-not-inc,404998.0, Assoc-voc,11.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
54.0, Private,240542.0, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,48.0, United-States,0
55.0, Private,144071.0, 11th,7.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,0
31.0, Private,284395.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
30.0, Self-emp-not-inc,243665.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,0
31.0, Private,43953.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,35.0, United-States,0
39.0, Private,216129.0, Assoc-acdm,12.0, Divorced, Exec-managerial, Unmarried, Black, Female,0.0,0.0,35.0, Jamaica,0
35.0, Self-emp-not-inc,190387.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,45.0, United-States,0
35.0, Private,32220.0, Assoc-acdm,12.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,60.0, United-States,0
65.0, Private,172510.0, Some-college,10.0, Widowed, Prof-specialty, Not-in-family, White, Female,1848.0,0.0,20.0, Hungary,0
34.0, Private,187203.0, Assoc-acdm,12.0, Never-married, Sales, Unmarried, White, Male,0.0,0.0,50.0, United-States,0
50.0, Private,133963.0, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
21.0, ?,188535.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,0
33.0, Private,146440.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1740.0,40.0, United-States,0
27.0, Private,139209.0, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
43.0, Federal-gov,222756.0, Masters,14.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
59.0, Private,246262.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,1
17.0, Private,231439.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30.0, United-States,0
45.0, Private,243631.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,45.0, China,1
22.0, Private,254547.0, Some-college,10.0, Never-married, Exec-managerial, Unmarried, Black, Female,0.0,0.0,40.0, Jamaica,0
27.0, Private,176683.0, Assoc-voc,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,60.0, United-States,0
50.0, Self-emp-not-inc,176867.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,3781.0,0.0,40.0, United-States,0
51.0, Self-emp-not-inc,170086.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,45.0, United-States,1
40.0, Private,87771.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,1628.0,45.0, United-States,0
66.0, Federal-gov,47358.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3471.0,0.0,40.0, United-States,0
22.0, Private,333158.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,48.0, United-States,0
43.0, Private,148998.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
22.0, Private,429346.0, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, Black, Male,0.0,0.0,40.0, United-States,0
26.0, Local-gov,205570.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
20.0, Private,161092.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,14.0, United-States,0
47.0, Private,170846.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, Italy,1
35.0, Private,135162.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,0
59.0, Private,106748.0, 7th-8th,4.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,99.0, United-States,0
45.0, Local-gov,125933.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
32.0, Private,130057.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,1
32.0, Private,316769.0, 11th,7.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, Jamaica,0
56.0, Self-emp-not-inc,60166.0, 1st-4th,2.0, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,65.0, United-States,0
19.0, ?,182590.0, 10th,6.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,38.0, United-States,0
23.0, Private,235894.0, 11th,7.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,0
41.0, Private,235167.0, 5th-6th,3.0, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,32.0, Mexico,0
53.0, Self-emp-inc,188067.0, Some-college,10.0, Widowed, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
44.0, Private,98779.0, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386.0,0.0,60.0, United-States,0
45.0, Private,117310.0, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,46.0, United-States,0
45.0, Local-gov,311080.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
47.0, Private,115613.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,1
39.0, Private,324420.0, 1st-4th,2.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, Mexico,0
27.0, Private,59068.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
37.0, Federal-gov,48779.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
37.0, State-gov,76767.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,39.0, United-States,1
50.0, Private,121685.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,1
24.0, Private,186314.0, Some-college,10.0, Separated, Prof-specialty, Own-child, White, Male,0.0,0.0,54.0, United-States,0
55.0, Private,220262.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
28.0, Private,219267.0, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,28.0, United-States,0
29.0, Self-emp-not-inc,85572.0, 11th,7.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,5.0, United-States,0
41.0, Private,126622.0, 11th,7.0, Divorced, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
46.0, State-gov,111163.0, HS-grad,9.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States,0
26.0, Private,212800.0, Assoc-acdm,12.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,36.0, United-States,0
23.0, Private,239375.0, Bachelors,13.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,0
29.0, Private,266043.0, 9th,5.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
18.0, Self-emp-inc,38307.0, 11th,7.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,30.0, United-States,0
41.0, Private,167725.0, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
